"P0100,""Kütle veya Hacim Hava Akýþ Devresi Arýzasý""";
"P0101,""Kütle veya Hacim Hava Akýþ Devresi Menzil/Performans Sorunu""";
"P0102,""Kütle veya Hacim Hava Akýþ Devresi Düþük Giriþ""";
"P0103,""Kütle veya Hacim Hava Akýþ Devresi Yüksek Giriþ""";
"P0104,""Kütle veya Hacim Hava Akýþ Devresi Kesintili""";
"P0105,""Manifold Mutlak Basýncý/Barometrik Basýnç Devresi Arýzasý""";
"P0106,""Manifold Mutlak Basýncý/Barometrik Basýnç Devresi Menzil/Performans Sorunu""";
"P0107,""Manifold Mutlak Basýncý/Barometrik Basýnç Devresi Düþük Giriþ""";
"P0108,""Manifold Mutlak Basýncý/Barometrik Basýnç Devresi Yüksek Giriþ""";
"P0109,""Manifold Mutlak Basýncý/Barometrik Basýnç Devresi Kesintili""";
"P0110,""IAT (Emilen Hava Sýcaklýðý) Devre Arýzasý""";
"P0111,""Emilen Hava Sýcaklýðý Devresi Menzil/Performans Sorunu""";
"P0112,""Emilen Hava Sýcaklýðý Devresi Düþük Giriþ""";
"P0113,""Emilen Hava Sýcaklýðý Devresi Yüksek Giriþ""";
"P0114,""Emilen Hava Sýcaklýðý Devresi Kesintili""";
"P0115,""Motor Soðutma Suyu Sýcaklýðý Devresi Arýzasý""";
"P0116,""Motor Soðutma Suyu Sýcaklýðý Devresi Menzil/Performans Sorunu""";
"P0117,""Motor Soðutma Suyu Sýcaklýðý Devresi Düþük Giriþ""";
"P0118,""Motor Soðutma Suyu Sýcaklýðý Devresi Yüksek Giriþ""";
"P0119,""Motor Soðutma Suyu Sýcaklýðý Devresi Kesintili""";
"P0120,""Gaz Kelebeði Konum Sensörü/Anahtarý A Devresi Arýzasý""";
"P0121,""Gaz Kelebeði Konum Sensörü/Anahtarý A Devresi Menzil/Performans Sorunu""";
"P0122,""Gaz Kelebeði Konum Sensörü/Anahtarý A Devresi Düþük Giriþ""";
"P0123,""Gaz Kelebeði Konum Sensörü/Anahtarý A Devresi Yüksek Giriþ""";
"P0124,""Gaz Kelebeði Konum Sensörü/Anahtarý A Devresi Kesintili""";
"P0125,""Kapalý Döngü Yakýt Kontrolü Ýçin Yetersiz Soðutma Suyu Sýcaklýðý""";
"P0126,""Kararlý Çalýþma Ýçin Yetersiz Soðutma Suyu Sýcaklýðý""";
"P0130,""O2 Sensörü Devresi Arýzasý (Sýra 1 Sensör 1)""";
"P0131,""O2 Sensörü Devresi Düþük Voltaj (Sýra 1 Sensör 1)""";
"P0132,""O2 Sensörü Devresi Yüksek Voltaj (Sýra 1 Sensör 1)""";
"P0133,""O2 Sensörü Devresi Yavaþ Yanýt (Sýra 1 Sensör 1)""";
"P0134,""O2 Sensörü Devresi Etkinlik Algýlanmadý (Sýra 1 Sensör 1)""";
"P0135,""O2 Sensörü Isýtýcý Devresi Arýzasý (Sýra 1 Sensör 1)""";
"P0136,""O2 Sensörü Devresi Arýzasý (Sýra 1 Sensör 2)""";
"P0137,""O2 Sensörü Devresi Düþük Voltaj (Sýra 1 Sensör 2)""";
"P0138,""O2 Sensörü Devresi Yüksek Voltaj (Sýra 1 Sensör 2)""";
"P0139,""O2 Sensörü Devresi Yavaþ Yanýt (Sýra 1 Sensör 2)""";
"P0140,""O2 Sensörü Devresi Etkinlik Algýlanmadý (Sýra 1 Sensör 2)""";
"P0141,""O2 Sensörü Isýtýcý Devresi Arýzasý (Sýra 1 Sensör 2)""";
"P0142,""O2 Sensörü Devresi Arýzasý (Sýra 1 Sensör 3)""";
"P0143,""O2 Sensörü Devresi Düþük Voltaj (Sýra 1 Sensör 3)""";
"P0144,""O2 Sensörü Devresi Yüksek Voltaj (Sýra 1 Sensör 3)""";
"P0145,""O2 Sensörü Devresi Yavaþ Yanýt (Sýra 1 Sensör 3)""";
"P0146,""O2 Sensörü Devresi Etkinlik Algýlanmadý (Sýra 1 Sensör 3)""";
"P0147,""O2 Sensörü Isýtýcý Devresi Arýzasý (Sýra 1 Sensör 3)""";
"P0150,""O2 Sensörü Devresi Arýzasý (Sýra 2 Sensör 1)""";
"P0151,""O2 Sensörü Devresi Düþük Voltaj (Sýra 2 Sensör 1)""";
"P0152,""O2 Sensörü Devresi Yüksek Voltaj (Sýra 2 Sensör 1)""";
"P0153,""O2 Sensörü Devresi Yavaþ Yanýt (Sýra 2 Sensör 1)""";
"P0154,""O2 Sensörü Devresi Etkinlik Algýlanmadý (Sýra 2 Sensör 1)""";
"P0155,""O2 Sensörü Isýtýcý Devresi Arýzasý (Sýra 2 Sensör 1)""";
"P0156,""O2 Sensörü Devresi Arýzasý (Sýra 2 Sensör 2)""";
"P0157,""O2 Sensörü Devresi Düþük Voltaj (Sýra 2 Sensör 2)""";
"P0158,""O2 Sensörü Devresi Yüksek Voltaj (Sýra 2 Sensör 2)""";
"P0159,""O2 Sensörü Devresi Yavaþ Yanýt (Sýra 2 Sensör 2)""";
"P0160,""O2 Sensörü Devresi Etkinlik Algýlanmadý (Sýra 2 Sensör 2)""";
"P0161,""O2 Sensörü Isýtýcý Devresi Arýzasý (Sýra 2 Sensör 2)""";
"P0162,""O2 Sensörü Devresi Arýzasý (Sýra 2 Sensör 3)""";
"P0163,""O2 Sensörü Devresi Düþük Voltaj (Sýra 2 Sensör 3)""";
"P0164,""O2 Sensörü Devresi Yüksek Voltaj (Sýra 2 Sensör 3)""";
"P0165,""O2 Sensörü Devresi Yavaþ Yanýt (Sýra 2 Sensör 3)""";
"P0166,""O2 Sensörü Devresi Etkinlik Algýlanmadý (Sýra 2 Sensör 3)""";
"P0167,""O2 Sensörü Isýtýcý Devresi Arýzasý (Sýra 2 Sensör 3)""";
"P0170,""Yakýt Ayarý Arýzasý (Sýra 1)""";
"P0171,""Sistem Çok Fakir (Sýra 1)""";
"P0172,""Sistem Çok Zengin (Sýra 1)""";
"P0173,""Yakýt Ayarý Arýzasý (Sýra 2)""";
"P0174,""Sistem Çok Fakir (Sýra 2)""";
"P0175,""Sistem Çok Zengin (Sýra 2)""";
"P0176,""Yakýt Bileþim Sensörü Devresi Arýzasý""";
"P0177,""Yakýt Bileþim Sensörü Devresi Menzil/Performans""";
"P0178,""Yakýt Bileþim Sensörü Devresi Düþük Giriþ""";
"P0179,""Yakýt Bileþim Sensörü Devresi Yüksek Giriþ""";
"P0180,""Yakýt Sýcaklýk Sensörü A Devresi Arýzasý""";
"P0181,""Yakýt Sýcaklýk Sensörü A Devresi Menzil/Performans""";
"P0182,""Yakýt Sýcaklýk Sensörü A Devresi Düþük Giriþ""";
"P0183,""Yakýt Sýcaklýk Sensörü A Devresi Yüksek Giriþ""";
"P0184,""Yakýt Sýcaklýk Sensörü A Devresi Kesintili""";
"P0185,""Yakýt Sýcaklýk Sensörü B Devresi Arýzasý""";
"P0186,""Yakýt Sýcaklýk Sensörü B Devresi Menzil/Performans""";
"P0187,""Yakýt Sýcaklýk Sensörü B Devresi Düþük Giriþ""";
"P0188,""Yakýt Sýcaklýk Sensörü B Devresi Yüksek Giriþ""";
"P0189,""Yakýt Sýcaklýk Sensörü B Devresi Kesintili""";
"P0190,""Yakýt Rayý Basýnç Sensörü Devre Arýzasý""";
"P0191,""Yakýt Rayý Basýnç Sensörü Devre Menzil/Performans""";
"P0192,""Yakýt Rayý Basýnç Sensörü Devre Düþük Giriþ""";
"P0193,""Yakýt Rayý Basýnç Sensörü Devre Yüksek Giriþ""";
"P0194,""Yakýt Rayý Basýnç Sensörü Devre Kesintili""";
"P0195,""Motor Yaðý Sýcaklýk Sensörü Devre Arýzasý""";
"P0196,""Motor Yaðý Sýcaklýk Sensörü Devre Menzil/Performans""";
"P0197,""Motor Yaðý Sýcaklýk Sensörü Devre Düþük Giriþ""";
"P0198,""Motor Yaðý Sýcaklýk Sensörü Devre Yüksek Giriþ""";
"P0199,""Motor Yaðý Sýcaklýk Sensörü Devre Kesintili""";
"P0200,""Enjektör Devre Arýzasý""";
"P0201,""Enjektör Devre Arýzasý - Silindir 1""";
"P0202,""Enjektör Devre Arýzasý - Silindir 2""";
"P0203,""Enjektör Devre Arýzasý - Silindir 3""";
"P0204,""Enjektör Devre Arýzasý - Silindir 4""";
"P0205,""Enjektör Devre Arýzasý - Silindir 5""";
"P0206,""Enjektör Devre Arýzasý - Silindir 6""";
"P0207,""Enjektör Devre Arýzasý - Silindir 7""";
"P0208,""Enjektör Devre Arýzasý - Silindir 8""";
"P0209,""Enjektör Devre Arýzasý - Silindir 9""";
"P0210,""Enjektör Devre Arýzasý - Silindir 10""";
"P0211,""Enjektör Devre Arýzasý - Silindir 11""";
"P0212,""Enjektör Devre Arýzasý - Silindir 12""";
"P0213,""Soðuk Çalýþtýrma Enjektörü 1 Arýzasý""";
"P0214,""Soðuk Çalýþtýrma Enjektörü 2 Arýzasý""";
"P0215,""Motor Durdurma Selenoidi Arýzasý""";
"P0216,""Enjeksiyon Zamanlama Kontrol Devresi Arýzasý""";
"P0217,""Motor Aþýrý Isýnma Durumu""";
"P0218,""Þanzýman Aþýrý Isýnma Durumu""";
"P0219,""Motor Aþýrý Devir Durumu""";
"P0220,""Gaz Kelebeði/Pedal Konum Sensörü/Anahtarý B Devre Arýzasý""";
"P0221,""Gaz Kelebeði/Pedal Konum Sensörü/Anahtarý B Devre Menzil/Performans""";
"P0222,""Gaz Kelebeði/Pedal Konum Sensörü/Anahtarý B Devre Düþük Giriþ""";
"P0223,""Gaz Kelebeði/Pedal Konum Sensörü/Anahtarý B Devre Yüksek Giriþ""";
"P0224,""Gaz Kelebeði/Pedal Konum Sensörü/Anahtarý B Devre Kesintili""";
"P0225,""Gaz Kelebeði/Pedal Konum Sensörü/Anahtarý C Devre Arýzasý""";
"P0226,""Gaz Kelebeði/Pedal Konum Sensörü/Anahtarý C Devre Menzil/Performans""";
"P0227,""Gaz Kelebeði/Pedal Konum Sensörü/Anahtarý C Devre Düþük Giriþ""";
"P0228,""Gaz Kelebeði/Pedal Konum Sensörü/Anahtarý C Devre Yüksek Giriþ""";
"P0229,""Gaz Kelebeði/Pedal Konum Sensörü/Anahtarý C Devre Kesintili""";
"P0230,""Yakýt Pompasý Birincil Devre Arýzasý""";
"P0231,""Yakýt Pompasý Ýkincil Devre Düþük""";
"P0232,""Yakýt Pompasý Ýkincil Devre Yüksek""";
"P0233,""Yakýt Pompasý Ýkincil Devre Kesintili""";
"P0234,""Motor Aþýrý Besleme (Overboost) Durumu""";
"P0235,""Turboþarj Takviye Sensörü A Devresi Arýzasý""";
"P0236,""Turboþarj Takviye Sensörü A Devresi Menzil/Performans""";
"P0237,""Turboþarj Takviye Sensörü A Devresi Düþük""";
"P0238,""Turboþarj Takviye Sensörü A Devresi Yüksek""";
"P0239,""Turboþarj Takviye Sensörü B Devresi Arýzasý""";
"P0240,""Turboþarj Takviye Sensörü B Devresi Menzil/Performans""";
"P0241,""Turboþarj Takviye Sensörü B Devresi Düþük""";
"P0242,""Turboþarj Takviye Sensörü B Devresi Yüksek""";
"P0243,""Turboþarj Atýk Boþaltma (Wastegate) Selenoidi A Arýzasý""";
"P0244,""Turboþarj Atýk Boþaltma Selenoidi A Menzil/Performans""";
"P0245,""Turboþarj Atýk Boþaltma Selenoidi A Düþük""";
"P0246,""Turboþarj Atýk Boþaltma Selenoidi A Yüksek""";
"P0247,""Turboþarj Atýk Boþaltma Selenoidi B Arýzasý""";
"P0248,""Turboþarj Atýk Boþaltma Selenoidi B Menzil/Performans""";
"P0249,""Turboþarj Atýk Boþaltma Selenoidi B Düþük""";
"P0250,""Turboþarj Atýk Boþaltma Selenoidi B Yüksek""";
"P0251,""Enjeksiyon Pompasý Yakýt Ölçüm Kontrolü A Arýzasý (Cam/Rotor/Enjektör)""";
"P0252,""Enjeksiyon Pompasý Yakýt Ölçüm Kontrolü A Menzil/Performans""";
"P0253,""Enjeksiyon Pompasý Yakýt Ölçüm Kontrolü A Düþük""";
"P0254,""Enjeksiyon Pompasý Yakýt Ölçüm Kontrolü A Yüksek""";
"P0255,""Enjeksiyon Pompasý Yakýt Ölçüm Kontrolü A Kesintili""";
"P0256,""Enjeksiyon Pompasý Yakýt Ölçüm Kontrolü B Arýzasý (Cam/Rotor/Enjektör)""";
"P0257,""Enjeksiyon Pompasý Yakýt Ölçüm Kontrolü B Menzil/Performans""";
"P0258,""Enjeksiyon Pompasý Yakýt Ölçüm Kontrolü B Düþük""";
"P0259,""Enjeksiyon Pompasý Yakýt Ölçüm Kontrolü B Yüksek""";
"P0260,""Enjeksiyon Pompasý Yakýt Ölçüm Kontrolü B Kesintili""";
"P0261,""Silindir 1 Enjektör Devresi Düþük""";
"P0262,""Silindir 1 Enjektör Devresi Yüksek""";
"P0263,""Silindir 1 Katký/Denge Hatasý""";
"P0264,""Silindir 2 Enjektör Devresi Düþük""";
"P0265,""Silindir 2 Enjektör Devresi Yüksek""";
"P0266,""Silindir 2 Katký/Denge Hatasý""";
"P0267,""Silindir 3 Enjektör Devresi Düþük""";
"P0268,""Silindir 3 Enjektör Devresi Yüksek""";
"P0269,""Silindir 3 Katký/Denge Hatasý""";
"P0270,""Silindir 4 Enjektör Devresi Düþük""";
"P0271,""Silindir 4 Enjektör Devresi Yüksek""";
"P0272,""Silindir 4 Katký/Denge Hatasý""";
"P0273,""Silindir 5 Enjektör Devresi Düþük""";
"P0274,""Silindir 5 Enjektör Devresi Yüksek""";
"P0275,""Silindir 5 Katký/Denge Hatasý""";
"P0276,""Silindir 6 Enjektör Devresi Düþük""";
"P0277,""Silindir 6 Enjektör Devresi Yüksek""";
"P0278,""Silindir 6 Katký/Denge Hatasý""";
"P0279,""Silindir 7 Enjektör Devresi Düþük""";
"P0280,""Silindir 7 Enjektör Devresi Yüksek""";
"P0281,""Silindir 7 Katký/Denge Hatasý""";
"P0282,""Silindir 8 Enjektör Devresi Düþük""";
"P0283,""Silindir 8 Enjektör Devresi Yüksek""";
"P0284,""Silindir 8 Katký/Denge Hatasý""";
"P0285,""Silindir 9 Enjektör Devresi Düþük""";
"P0286,""Silindir 9 Enjektör Devresi Yüksek""";
"P0287,""Silindir 9 Katký/Denge Hatasý""";
"P0288,""Silindir 10 Enjektör Devresi Düþük""";
"P0289,""Silindir 10 Enjektör Devresi Yüksek""";
"P0290,""Silindir 10 Katký/Denge Hatasý""";
"P0291,""Silindir 11 Enjektör Devresi Düþük""";
"P0292,""Silindir 11 Enjektör Devresi Yüksek""";
"P0293,""Silindir 11 Katký/Denge Hatasý""";
"P0294,""Silindir 12 Enjektör Devresi Düþük""";
"P0295,""Silindir 12 Enjektör Devresi Yüksek""";
"P0296,""Silindir 12 Katký/Denge Hatasý""";
"P0300,""Rastgele/Çoklu Silindir Ateþleme Hatasý Algýlandý""";
"P0301,""Silindir 1 Ateþleme Hatasý Algýlandý""";
"P0302,""Silindir 2 Ateþleme Hatasý Algýlandý""";
"P0303,""Silindir 3 Ateþleme Hatasý Algýlandý""";
"P0304,""Silindir 4 Ateþleme Hatasý Algýlandý""";
"P0305,""Silindir 5 Ateþleme Hatasý Algýlandý""";
"P0306,""Silindir 6 Ateþleme Hatasý Algýlandý""";
"P0307,""Silindir 7 Ateþleme Hatasý Algýlandý""";
"P0308,""Silindir 8 Ateþleme Hatasý Algýlandý""";
"P0309,""Silindir 9 Ateþleme Hatasý Algýlandý""";
"P0310,""Silindir 10 Ateþleme Hatasý Algýlandý""";
"P0311,""Silindir 11 Ateþleme Hatasý Algýlandý""";
"P0312,""Silindir 12 Ateþleme Hatasý Algýlandý""";
"P0320,""Ateþleme/Distribütör Motor Devri Giriþ Devre Arýzasý""";
"P0321,""Ateþleme/Distribütör Motor Devri Giriþ Devre Menzil/Performans""";
"P0322,""Ateþleme/Distribütör Motor Devri Giriþ Devre Sinyal Yok""";
"P0323,""Ateþleme/Distribütör Motor Devri Giriþ Devre Kesintili""";
"P0325,""Vuruntu Sensörü 1 Devre Arýzasý (Sýra 1 veya Tek Sensör)""";
"P0326,""Vuruntu Sensörü 1 Devre Menzil/Performans (Sýra 1 veya Tek Sensör)""";
"P0327,""Vuruntu Sensörü 1 Devre Düþük Giriþ (Sýra 1 veya Tek Sensör)""";
"P0328,""Vuruntu Sensörü 1 Devre Yüksek Giriþ (Sýra 1 veya Tek Sensör)""";
"P0329,""Vuruntu Sensörü 1 Devre Kesintili (Sýra 1 veya Tek Sensör)""";
"P0330,""Vuruntu Sensörü 2 Devre Arýzasý (Sýra 2)""";
"P0331,""Vuruntu Sensörü 2 Devre Menzil/Performans (Sýra 2)""";
"P0332,""Vuruntu Sensörü 2 Devre Düþük Giriþ (Sýra 2)""";
"P0333,""Vuruntu Sensörü 2 Devre Yüksek Giriþ (Sýra 2)""";
"P0334,""Vuruntu Sensörü 2 Devre Kesintili (Sýra 2)""";
"P0335,""Krank Mili Konum Sensörü A Devre Arýzasý""";
"P0336,""Krank Mili Konum Sensörü A Devre Menzil/Performans""";
"P0337,""Krank Mili Konum Sensörü A Devre Düþük Giriþ""";
"P0338,""Krank Mili Konum Sensörü A Devre Yüksek Giriþ""";
"P0339,""Krank Mili Konum Sensörü A Devre Kesintili""";
"P0340,""Eksantrik Mili Konum Sensörü Devre Arýzasý""";
"P0341,""Eksantrik Mili Konum Sensörü Devre Menzil/Performans""";
"P0342,""Eksantrik Mili Konum Sensörü Devre Düþük Giriþ""";
"P0343,""Eksantrik Mili Konum Sensörü Devre Yüksek Giriþ""";
"P0344,""Eksantrik Mili Konum Sensörü Devre Kesintili""";
"P0350,""Ateþleme Bobini Birincil/Ýkincil Devre Arýzasý""";
"P0351,""Ateþleme Bobini A Birincil/Ýkincil Devre Arýzasý""";
"P0352,""Ateþleme Bobini B Birincil/Ýkincil Devre Arýzasý""";
"P0353,""Ateþleme Bobini C Birincil/Ýkincil Devre Arýzasý""";
"P0354,""Ateþleme Bobini D Birincil/Ýkincil Devre Arýzasý""";
"P0355,""Ateþleme Bobini E Birincil/Ýkincil Devre Arýzasý""";
"P0356,""Ateþleme Bobini F Birincil/Ýkincil Devre Arýzasý""";
"P0357,""Ateþleme Bobini G Birincil/Ýkincil Devre Arýzasý""";
"P0358,""Ateþleme Bobini H Birincil/Ýkincil Devre Arýzasý""";
"P0359,""Ateþleme Bobini I Birincil/Ýkincil Devre Arýzasý""";
"P0360,""Ateþleme Bobini J Birincil/Ýkincil Devre Arýzasý""";
"P0361,""Ateþleme Bobini K Birincil/Ýkincil Devre Arýzasý""";
"P0362,""Ateþleme Bobini L Birincil/Ýkincil Devre Arýzasý""";
"P0370,""Zamanlama Referansý Yüksek Çözünürlüklü Sinyal A Arýzasý""";
"P0371,""Zamanlama Referansý Yüksek Çözünürlüklü Sinyal A Çok Fazla Darbe""";
"P0372,""Zamanlama Referansý Yüksek Çözünürlüklü Sinyal A Çok Az Darbe""";
"P0373,""Zamanlama Referansý Yüksek Çözünürlüklü Sinyal A Kararsýz/Kesintili Darbeler""";
"P0374,""Zamanlama Referansý Yüksek Çözünürlüklü Sinyal A Darbe Yok""";
"P0375,""Zamanlama Referansý Yüksek Çözünürlüklü Sinyal B Arýzasý""";
"P0376,""Zamanlama Referansý Yüksek Çözünürlüklü Sinyal B Çok Fazla Darbe""";
"P0377,""Zamanlama Referansý Yüksek Çözünürlüklü Sinyal B Çok Az Darbe""";
"P0378,""Zamanlama Referansý Yüksek Çözünürlüklü Sinyal B Kararsýz/Kesintili Darbeler""";
"P0379,""Zamanlama Referansý Yüksek Çözünürlüklü Sinyal B Darbe Yok""";
"P0380,""Kýzdýrma Bujisi/Isýtýcý Devresi A Arýzasý""";
"P0381,""Kýzdýrma Bujisi/Isýtýcý Gösterge Devre Arýzasý""";
"P0382,""Kýzdýrma Bujisi/Isýtýcý Devresi B Arýzasý""";
"P0385,""Krank Mili Konum Sensörü B Devre Arýzasý""";
"P0386,""Krank Mili Konum Sensörü B Devre Menzil/Performans""";
"P0387,""Krank Mili Konum Sensörü B Devre Düþük Giriþ""";
"P0388,""Krank Mili Konum Sensörü B Devre Yüksek Giriþ""";
"P0389,""Krank Mili Konum Sensörü B Devre Kesintili""";
"P0400,""Egzoz Gazý Geri Döndürme (EGR) Akýþ Arýzasý""";
"P0401,""EGR Akýþý Yetersiz Algýlandý""";
"P0402,""EGR Akýþý Aþýrý Algýlandý""";
"P0403,""EGR Devre Arýzasý""";
"P0404,""EGR Devre Menzil/Performans""";
"P0405,""EGR Sensörü A Devresi Düþük""";
"P0406,""EGR Sensörü A Devresi Yüksek""";
"P0407,""EGR Sensörü B Devresi Düþük""";
"P0408,""EGR Sensörü B Devresi Yüksek""";
"P0410,""Ýkincil Hava Enjeksiyon Sistemi Arýzasý""";
"P0411,""Ýkincil Hava Enjeksiyon Sistemi Hatalý Yukarý Akýþ""";
"P0412,""Ýkincil Hava Enjeksiyon Sistemi Anahtarlama Valfi A Devre Arýzasý""";
"P0413,""Ýkincil Hava Enjeksiyon Sistemi Anahtarlama Valfi A Devre Açýk""";
"P0414,""Ýkincil Hava Enjeksiyon Sistemi Anahtarlama Valfi A Devre Kýsa Devre""";
"P0415,""Ýkincil Hava Enjeksiyon Sistemi Anahtarlama Valfi B Devre Arýzasý""";
"P0416,""Ýkincil Hava Enjeksiyon Sistemi Anahtarlama Valfi B Devre Açýk""";
"P0417,""Ýkincil Hava Enjeksiyon Sistemi Anahtarlama Valfi B Devre Kýsa Devre""";
"P0418,""Ýkincil Hava Enjeksiyon Sistemi Röle A Devre Arýzasý""";
"P0419,""Ýkincil Hava Enjeksiyon Sistemi Röle B Devre Arýzasý""";
"P0420,""Katalizör Sistemi Verimliliði Eþik Deðerin Altýnda (Sýra 1)""";
"P0421,""Isýnma Katalizör Verimliliði Eþik Deðerin Altýnda (Sýra 1)""";
"P0422,""Ana Katalizör Verimliliði Eþik Deðerin Altýnda (Sýra 1)""";
"P0423,""Isýtmalý Katalizör Verimliliði Eþik Deðerin Altýnda (Sýra 1)""";
"P0424,""Isýtmalý Katalizör Sýcaklýðý Eþik Deðerin Altýnda (Sýra 1)""";
"P0430,""Katalizör Sistemi Verimliliði Eþik Deðerin Altýnda (Sýra 2)""";
"P0431,""Isýnma Katalizör Verimliliði Eþik Deðerin Altýnda (Sýra 2)""";
"P0432,""Ana Katalizör Verimliliði Eþik Deðerin Altýnda (Sýra 2)""";
"P0433,""Isýtmalý Katalizör Verimliliði Eþik Deðerin Altýnda (Sýra 2)""";
"P0434,""Isýtmalý Katalizör Sýcaklýðý Eþik Deðerin Altýnda (Sýra 2)""";
"P0440,""Evaporatif Emisyon (EVAP) Kontrol Sistemi Arýzasý""";
"P0441,""EVAP Kontrol Sistemi Hatalý Tahliye Akýþý""";
